,value,value_unc,qcflag
2010-11-30,1834.8725,0.91,...
2010-12-07,1833.79,1.31,...
2010-12-14,1797.835,0.91,...
2010-12-21,1814.4925,1.31,...
2010-12-28,1793.8975,0.91,...
2011-01-04,1840.5525,0.91,...
2011-01-11,1823.73,1.31,...
2011-01-18,1845.0975,1.31,...
2011-01-25,1814.3125,1.31,...
2011-02-01,1837.2775,1.31,...
2011-02-08,1819.4225000000001,1.31,...
2011-02-15,1811.0575,0.91,...
2011-02-22,1813.8775,1.31,...
2011-03-01,1823.5225,1.31,...
2011-03-05,1815.4675,0.91,...
2011-03-09,1799.225,1.31,...
2011-03-15,1809.42,1.31,...
2011-03-22,1804.7425,1.31,...
2011-03-29,1841.7150000000001,0.91,...
2011-04-12,1817.55,1.31,...
2011-04-19,1798.4325,1.31,...
2011-04-26,1826.7975,0.91,...
2011-05-03,1802.4075,1.31,...
2011-05-10,1788.08,1.31,...
2011-05-17,1825.095,1.31,...
2011-05-24,1839.9975,1.31,...
2011-05-31,1801.8175,0.91,...
2011-06-07,1801.405,0.91,...
2011-06-14,1803.9025,1.31,...
2011-06-21,1811.2925,1.31,...
2011-06-28,1817.7275,0.91,...
2011-07-05,1801.2933333333333,0.91,...
2011-07-12,1802.95,0.91,...
2011-07-19,1806.8475,0.91,...
2011-07-26,1800.9725,1.31,...
2011-08-02,1801.5725,1.31,...
2011-08-09,1787.1325000000002,1.31,...
2011-08-17,1792.7225,1.31,...
2011-08-23,1799.375,1.31,...
2011-08-30,1817.8925,1.31,...
2011-09-06,1826.8625,0.91,...
2011-09-13,1800.6875,0.91,...
2011-09-19,1793.1375,0.91,...
2011-09-27,1839.3375,0.91,...
2011-10-04,1801.185,1.31,...
2011-10-11,1831.24,1.31,...
2011-10-18,1838.3600000000001,0.91,...
2011-10-25,1810.0025,0.91,...
2011-11-01,1835.905,0.91,...
2011-11-08,1817.665,0.91,...
2011-11-15,1836.15,0.91,...
2011-11-22,1812.7,0.91,...
2011-11-29,1842.3633333333335,0.91,...
2011-12-06,1831.1975,1.31,...
2011-12-13,1826.025,1.31,...
2011-12-20,1832.6999999999998,0.91,...
2011-12-27,1835.7625,1.31,...
2012-01-03,1826.0125,0.91,...
2012-01-10,1850.6025,0.91,...
2012-01-17,1811.3274999999999,1.31,...
2012-01-24,1828.1625,1.31,...
2012-01-31,1814.9625,1.11,...
2012-02-07,1811.1875,0.91,...
2012-02-14,1829.4375,0.91,...
2012-02-23,1833.415,0.91,...
2012-02-28,1820.4325000000001,0.91,...
2012-03-06,1806.73,0.91,...
2012-03-13,1808.0233333333333,0.91,...
2012-03-20,1825.4025000000001,0.91,...
2012-03-27,1841.7325,0.91,...
2012-04-03,1824.9850000000001,0.91,...
2012-04-10,1843.3274999999999,0.91,...
2012-04-17,1831.3700000000001,1.11,...
2012-04-24,1838.335,1.11,...
2012-05-01,1835.395,0.91,...
2012-05-08,1827.005,0.91,...
2012-05-14,1844.39,1.31,...
2012-05-22,1803.48,1.31,...
2012-05-29,1847.6725000000001,0.91,...
2012-06-05,1804.9,0.91,...
2012-06-12,1813.2225,0.91,...
2012-06-19,1810.875,0.91,...
2012-06-26,1804.75,0.91,...
2012-07-03,1818.88,0.91,...
2012-07-10,1802.55,0.91,...
2012-07-17,1799.9424999999999,0.91,...
2012-07-24,1803.8225,0.91,...
2012-07-31,1796.7775,0.91,...
2012-08-07,1800.6525,0.91,...
2012-08-14,1813.1100000000001,0.91,...
2012-08-21,1810.0266666666666,0.91,...
2012-08-30,1797.15,0.91,...
2012-09-04,1808.165,0.91,...
2012-09-11,1813.4166666666667,0.91,...
2012-09-18,1817.0775,0.91,...
2012-09-25,1813.95,0.91,...
2012-10-02,1837.0425,0.91,...
2012-10-09,1813.7325,0.91,...
2012-10-16,1836.795,0.91,...
2012-10-23,1824.8125,0.91,...
2012-10-30,1842.69,0.91,...
2012-11-06,1820.6875,0.91,...
2012-11-13,1847.0900000000001,0.91,...
2012-11-20,1836.6075,0.91,...
2012-11-27,1858.3125,0.91,...
2012-12-04,1805.9525,0.91,...
2012-12-11,1836.135,1.31,...
2012-12-18,1849.605,0.91,...
2012-12-27,1838.5575000000001,0.91,...
2013-01-03,1831.7,0.91,...
2013-01-08,1832.3725,0.91,...
2013-01-15,1828.885,1.11,...
2013-01-22,1821.835,1.11,...
2013-01-29,1840.6425,1.31,...
2013-02-05,1850.455,0.91,...
2013-02-12,1819.885,1.31,...
2013-02-19,1848.105,1.31,...
2013-02-26,1829.735,1.31,...
2013-03-05,1857.855,0.91,...
2013-03-12,1824.7,1.31,...
2013-03-19,1848.63,1.31,...
2013-03-26,1832.3899999999999,0.91,...
2013-04-02,1850.6399999999999,0.91,...
2013-04-09,1831.3474999999999,0.91,...
2013-04-15,1808.8674999999998,0.91,...
2013-04-23,1819.2825,0.91,...
2013-04-30,1835.6425,1.31,...
2013-05-07,1827.9,1.31,...
2013-05-14,1820.305,0.91,...
2013-05-21,1839.0375,1.31,...
2013-05-28,1845.95,1.31,...
2013-06-04,1809.7825,1.31,...
2013-06-11,1800.345,0.91,...
2013-06-18,1809.7925,1.31,...
2013-06-25,1810.4575,0.91,...
2013-07-02,1815.925,0.91,...
2013-07-09,1808.2475,0.91,...
2013-07-16,1806.9925,0.91,...
2013-07-23,1798.3575,0.91,...
2013-07-30,1799.79,0.91,...
2013-08-06,1808.5225,0.91,...
2013-08-13,1823.1175,0.91,...
2013-08-20,1810.71,1.11,...
2013-08-27,1818.8400000000001,1.31,...
2013-09-03,1813.9825,1.11,...
2013-09-10,1832.83,1.31,...
2013-09-17,1855.1175,0.91,...
2013-09-24,1854.6275,1.31,...
2013-10-03,1842.6325,0.91,...
2013-10-08,1840.8475,1.11,...
2013-10-15,1839.3975,1.31,...
2013-10-22,1836.84,1.31,...
2013-10-29,1852.7325,1.31,...
2013-11-05,1831.4175,1.11,...
2013-11-12,1858.4125,0.91,...
2013-11-19,1809.3175,0.91,...
2013-11-26,1855.595,0.91,...
2013-12-03,1851.305,0.91,...
2013-12-10,1820.9775,1.31,...
2013-12-17,1878.28,0.91,...
2013-12-24,1845.9875,0.91,...
2013-12-31,1843.9650000000001,0.91,...
2014-01-07,1850.8925,0.91,...
2014-01-14,1830.23,1.31,...
2014-01-21,1842.33,1.31,...
2014-01-28,1860.0900000000001,0.91,...
2014-01-30,1834.72,0.91,...
2014-02-04,1829.8025,1.31,...
2014-02-11,1820.875,1.31,...
2014-02-18,1828.3175,1.11,...
2014-02-25,1820.35,1.31,...
2014-03-06,1837.6174999999998,0.91,...
2014-03-11,1840.795,1.31,...
2014-03-18,1872.055,0.91,...
2014-03-25,1847.4675,0.91,...
2014-04-02,1848.9425,0.91,...
2014-04-08,1865.945,0.91,...
2014-04-15,1862.9575,0.91,...
2014-04-22,1840.935,0.91,...
2014-04-28,1854.4225000000001,0.91,...
2014-05-06,1850.2075,0.91,...
2014-05-13,1839.3125,0.91,...
2014-05-20,1839.825,0.91,...
2014-05-27,1840.325,0.91,...
2014-06-03,1843.73,0.91,...
2014-06-10,1827.15,0.91,...
2014-06-17,1840.3275,0.91,...
2014-06-24,1834.5675,0.91,...
2014-07-01,1810.4825,0.91,...
2014-07-08,1829.28,0.91,...
2014-07-15,1814.0575,0.91,...
2014-07-22,1811.49,0.91,...
2014-07-29,1816.1025,0.91,...
2014-08-05,1820.625,0.91,...
2014-08-12,1817.9099999999999,0.91,...
2014-08-19,1835.7075,0.91,...
2014-08-26,1831.46,0.91,...
2014-09-02,1832.9725,0.91,...
2014-09-09,1824.01,0.91,...
2014-09-16,1845.8899999999999,0.91,...
2014-09-23,1862.795,0.91,...
2014-09-30,1852.135,0.91,...
2014-10-07,1832.82,0.91,...
2014-10-14,1843.5525,0.91,...
2014-10-21,1828.6175,0.91,...
2014-10-28,1909.77,0.91,.S.
2014-11-04,1843.8375,0.91,...
2014-11-12,1864.7775000000001,0.91,...
2014-11-18,1878.15,0.91,...
2014-11-25,1847.4375,0.91,...
2014-12-02,1867.9375,0.91,...
2014-12-09,1855.7775,0.91,...
2014-12-14,1850.3275,0.91,...
2014-12-23,1867.79,0.91,...
2014-12-31,1875.5625,0.91,...
2015-01-06,1852.945,0.91,...
2015-01-13,1869.1175,0.91,...
2015-01-20,1839.005,0.91,...
2015-01-27,1847.7649999999999,0.91,...
2015-02-03,1847.9524999999999,0.91,...
2015-02-10,1831.1825,0.91,...
2015-02-17,1832.46,0.91,...
2015-02-24,1873.6225,0.91,...
2015-03-03,1854.6750000000002,0.91,...
2015-03-10,1885.5625,0.91,...
2015-03-17,1844.6625,0.91,...
2015-03-24,1842.5725,0.91,...
2015-03-31,1858.4375,0.91,...
2015-04-07,1875.5175,0.91,...
2015-04-14,1872.2125,0.91,...
2015-04-21,1857.24,0.91,...
2015-04-28,1869.915,0.91,...
2015-05-05,1869.5325,0.91,...
2015-05-12,1864.925,0.91,...
2015-05-19,1862.8049999999998,0.91,...
2015-05-26,1856.7525,0.91,...
2015-06-02,1847.835,0.91,...
2015-06-09,1869.7825,0.91,...
2015-06-16,1834.5175,0.91,...
2015-06-23,1825.4325000000001,0.91,...
2015-06-30,1830.465,0.91,...
2015-07-07,1832.73,0.91,...
2015-07-14,1827.7849999999999,0.91,...
2015-07-21,1852.6875,0.91,...
2015-07-28,1828.5925,0.91,...
2015-08-04,1836.295,0.91,...
2015-08-13,1828.08,0.91,...
2015-08-18,1822.3325,0.91,...
2015-08-25,1809.6825,0.91,...
2015-09-02,1821.415,0.91,...
2015-09-08,1849.2925,0.91,...
2015-09-15,1842.455,0.91,...
2015-09-22,1844.0475000000001,0.91,...
2015-09-29,1866.4575,0.91,...
2015-10-06,1865.3825000000002,0.91,...
2015-10-13,1827.2649999999999,0.91,...
2015-10-20,1871.0875,0.91,...
2015-10-27,1877.9175,0.91,...
2015-11-03,1854.6225,0.91,...
2015-11-10,1868.7425,0.91,...
2015-11-17,1875.0025,0.91,...
2015-11-24,1856.1925,0.91,...
2015-12-01,1858.2875,0.91,...
2015-12-08,1863.1466666666665,0.91,...
2015-12-15,1883.82,0.91,...
2015-12-22,1870.295,0.91,...
2015-12-29,1849.8700000000001,0.91,...
2016-01-05,1856.5525,0.91,...
2016-01-12,1850.355,0.91,...
2016-01-19,1844.8400000000001,0.91,...
2016-01-26,1870.3525,0.91,...
2016-02-02,1853.53,0.91,...
2016-02-09,1878.4225000000001,0.91,...
2016-02-16,1849.7649999999999,0.91,...
2016-02-23,1870.7275,0.91,...
2016-03-01,1860.6525,0.91,...
2016-03-08,1838.7975000000001,0.91,...
2016-03-15,1865.69,0.91,...
2016-03-24,1869.275,0.91,...
2016-03-29,1872.7375,0.91,...
2016-04-05,1871.955,0.91,...
2016-04-12,1880.81,0.91,...
2016-04-19,1883.14,0.91,...
2016-04-26,1864.3225,0.91,...
2016-05-03,1868.845,0.91,...
2016-05-10,1887.59,0.91,...
2016-05-17,1848.1125,0.91,...
2016-05-24,1877.5049999999999,0.91,...
2016-05-31,1871.8600000000001,0.91,...
2016-06-07,1855.4775,0.91,...
2016-06-16,1861.3874999999998,0.91,...
2016-06-21,1853.3600000000001,0.91,...
2016-06-28,1836.605,0.91,...
2016-07-05,1832.875,0.91,...
2016-07-13,1843.7575,0.91,...
2016-07-19,1832.7725,0.91,...
2016-07-26,1833.495,0.91,...
2016-08-03,1828.3474999999999,0.91,...
2016-08-09,1831.43,0.91,...
2016-08-16,1846.375,0.91,...
2016-08-23,1828.7124999999999,0.91,...
2016-08-30,1854.23,0.91,...
2016-09-06,1891.3825,0.91,...
2016-09-13,1845.09,0.91,...
2016-09-20,1874.8775,0.91,...
2016-09-27,1867.2649999999999,0.91,...
2016-10-04,1867.25,0.91,...
2016-10-11,1874.28,0.91,...
2016-10-18,1869.7649999999999,0.91,...
2016-10-25,1872.515,0.91,...
2016-11-01,1872.3925,0.91,...
2016-11-08,1884.2125,0.91,...
2016-11-15,1901.0,0.91,...
2016-11-22,1879.7224999999999,0.91,...
2016-11-29,1871.7325,0.91,...
2016-12-06,1819.3125,0.91,...
2016-12-13,1887.78,0.91,...
2016-12-20,1852.9375,0.91,...
2016-12-27,1861.52,0.91,...
2017-01-03,1871.65,0.91,...
2017-01-11,1853.8975,0.91,...
2017-01-18,1871.385,0.91,...
2017-01-25,1906.98,0.91,...
2017-02-01,1883.825,0.91,...
2017-02-08,1856.695,0.91,...
2017-02-16,1844.6299999999999,0.91,...
2017-02-23,1871.9875,0.91,...
2017-02-28,1888.5875,0.91,...
2017-03-07,1855.9,0.91,...
2017-03-14,1861.6675,0.91,...
2017-03-21,1849.045,0.91,...
2017-03-28,1868.56,0.91,...
2017-04-04,1868.455,0.91,...
2017-04-11,1863.6,0.91,...
2017-04-18,1892.6425,0.91,...
2017-04-25,1859.865,0.91,...
2017-05-02,1853.2425,0.91,...
2017-05-09,1869.1525,0.91,...
2017-05-16,1873.4725,0.91,...
2017-05-23,1871.82,0.91,...
2017-05-30,1870.45,0.91,...
2017-06-06,1876.6,0.91,...
2017-06-13,1859.05,0.91,...
2017-06-19,1840.9975,0.91,...
2017-06-27,1845.5375,0.91,...
2017-07-03,1839.105,0.91,...
2017-07-11,1840.6625,0.91,...
2017-07-18,1851.6875,0.91,...
2017-07-25,1833.485,0.91,...
2017-08-01,1846.5575,0.91,...
2017-08-08,1832.7525,0.91,...
2017-08-15,1838.98,0.91,...
2017-08-22,1839.855,0.91,...
2017-08-29,1834.3375,0.91,...
2017-09-05,1846.4025,0.91,...
2017-09-12,1872.4450000000002,0.91,...
2017-09-19,1872.9725,0.91,...
2017-09-26,1876.63,0.91,...
2017-10-03,1872.615,0.91,...
2017-10-10,1884.71,0.91,...
2017-10-17,1889.355,0.91,...
2017-10-26,1882.2649999999999,0.91,...
2017-10-31,1854.5525,0.91,...
2017-11-07,1898.19,0.91,...
2017-11-13,1878.6475,0.91,...
2017-11-21,1894.5225,0.91,...
2017-11-28,1891.19,0.91,...
2017-12-05,1895.6325,0.91,...
2017-12-12,1873.355,0.91,...
2017-12-19,1858.1325,0.91,...
2017-12-26,1876.9025,0.91,...
2018-01-02,1866.2725,0.91,...
2018-01-09,1884.0625,0.91,...
2018-01-16,1877.6325,0.91,...
2018-01-23,1887.0025,0.91,...
2018-01-30,1885.305,0.91,...
2018-02-06,1867.78,0.91,...
2018-02-13,1864.1975,0.91,...
2018-02-20,1879.135,0.91,...
2018-02-27,1879.8,0.91,...
2018-03-06,1871.9025,0.91,...
2018-03-13,1859.6375,0.91,...
2018-03-20,1865.875,0.91,...
2018-03-27,1902.2199999999998,0.91,...
2018-03-29,1876.5149999999999,0.91,...
2018-04-03,1852.1025,0.91,...
2018-04-10,1878.635,0.91,...
2018-04-12,1852.405,0.91,...
2018-04-17,1863.8125,0.91,...
2018-04-24,1891.855,0.91,...
2018-05-01,1832.385,0.91,...
2018-05-08,1873.885,0.91,...
2018-05-15,1895.92,0.91,...
2018-05-22,1849.05,0.91,...
2018-05-31,1872.48,0.91,...
2018-06-05,1860.38,0.91,...
2018-06-19,1845.73,0.91,...
2018-06-26,1854.185,0.91,...
2018-07-03,1861.39,0.91,...
2018-07-12,1848.585,0.91,...
2018-07-17,1862.85,0.91,...
2018-07-24,1847.1975,0.907,...
2018-08-02,1850.5325,0.907,...
2018-08-07,1867.6975,0.907,...
2018-08-14,1862.0425,0.907,...
2018-08-21,1847.955,0.907,...
2018-08-28,1846.01,0.907,...
2018-09-04,1855.045,0.907,...
2018-09-11,1861.075,0.907,...
2018-09-18,1884.4299999999998,0.907,...
2018-09-25,1857.92,0.907,...
2018-10-02,1848.05,0.907,...
2018-10-09,1896.4775,0.907,...
2018-10-16,1895.555,0.907,...
2018-10-23,1895.0375000000001,0.907,...
2018-10-30,1877.4475,0.907,...
2018-11-06,1892.6275,0.907,...
2018-11-15,1906.8175,0.907,...
2018-11-20,1893.58,0.907,...
2018-11-27,1901.1825,0.907,...
2018-12-04,1890.67,0.907,...
2018-12-11,1899.2350000000001,0.907,...
2018-12-18,1886.7150000000001,0.907,...
2018-12-27,1871.005,0.907,...
2019-01-03,1884.4175,0.907,...
2019-01-08,1905.115,0.907,...
2019-01-15,1876.9175,0.907,...
2019-01-22,1918.5225,0.907,...
2019-01-29,1907.02,0.907,...
2019-02-05,1903.665,0.907,...
2019-02-12,1904.13,0.907,...
2019-02-19,1865.76,0.907,...
2019-02-21,1878.13,0.907,...
2019-02-26,1903.9625,0.907,...
2019-03-08,1886.06,0.907,...
2019-03-12,1896.775,0.907,...
2019-03-19,1900.1225,0.907,...
2019-03-26,1864.0475000000001,0.907,...
2019-04-04,1880.945,0.907,...
2019-04-09,1870.75,0.907,...
2019-04-16,1892.445,0.907,...
2019-04-22,1890.3400000000001,0.907,...
2019-04-30,1893.1625,0.907,...
2019-05-07,1889.43,0.907,...
2019-05-14,1885.225,0.907,...
2019-05-24,1881.8875,0.907,...
2019-05-28,1891.81,0.907,...
2019-06-06,1881.09,0.907,...
2019-06-11,1870.2175,0.907,...
2019-06-18,1864.965,0.907,...
2019-06-25,1858.87625,0.907,...
2019-07-02,1864.9525,0.907,...
2019-07-09,1857.94,0.907,...
2019-07-18,1855.79,0.575,...
2019-07-23,1862.065,0.575,...
2019-07-30,1869.41,0.575,...
2019-08-06,1854.7575,0.575,...
2019-08-13,1857.9375,0.575,...
2019-08-20,1862.7475,0.575,...
2019-08-27,1865.1775,0.575,...
2019-09-05,1862.875,0.575,...
2019-09-10,1865.7775,0.575,...
2019-09-17,1868.9099999999999,0.575,...
2019-09-24,1888.345,0.575,...
2019-10-01,1887.4524999999999,0.575,...
2019-10-10,1857.03,0.575,...
2019-10-15,1883.6625,0.575,...
2019-10-22,1899.1666666666667,0.575,...
2019-10-29,1890.2525,0.575,...
2019-11-05,1902.54,0.575,...
2019-11-14,1892.2925,0.575,...
2019-11-19,1893.8775,0.575,...
2019-11-26,1886.975,0.575,...
2019-12-03,1898.7075,0.575,...
2019-12-10,1898.38,0.575,...
2019-12-17,1899.96,0.575,...
2019-12-26,1904.245,0.575,...
2020-01-02,1902.27,0.575,...
2020-01-09,1915.3775,0.575,...
2020-01-14,1878.2675,0.575,...
2020-01-21,1916.1725000000001,0.575,...
2020-01-28,1887.4825,0.575,...
2020-02-04,1897.6499999999999,0.575,...
2020-02-13,1874.205,0.575,...
2020-02-18,1893.7875,0.575,...
2020-02-25,1898.145,0.575,...
2020-03-05,1892.825,0.575,...
2020-03-12,1896.0175,0.575,...
2020-03-17,1874.8175,0.575,...
2020-03-24,1902.78,0.575,...
2020-03-31,1903.355,0.575,...
2020-04-07,1890.7,0.575,...
2020-04-14,1891.225,0.575,...
2020-04-21,1895.0549999999998,0.575,...
2020-04-28,1884.905,0.575,...
2020-05-05,1883.475,0.575,...
2020-05-12,1894.175,0.575,...
2020-05-19,1893.535,0.575,...
2020-05-26,1901.5575,0.575,...
2020-06-02,1897.0325,0.575,...
2020-06-09,1874.8775,0.575,...
2020-06-16,1878.35,0.575,...
2020-06-23,1894.71,0.575,...
2020-06-30,1871.505,0.575,...
2020-07-07,1879.7875000000001,0.575,...
2020-07-14,1870.215,0.575,...
2020-07-21,1865.72,0.575,...
2020-07-28,1871.64,0.575,...
2020-08-04,1872.29,0.575,...
2020-08-11,1869.75,0.575,...
2020-08-18,1874.48,0.575,...
2020-08-25,1885.26,0.575,...
2020-09-01,1878.2975000000001,0.575,...
2020-09-08,1887.785,0.575,...
2020-09-15,1880.54,0.575,...
2020-09-22,1877.145,0.575,...
2020-09-29,1893.6725000000001,0.575,...
2020-10-06,1904.7825,0.575,...
2020-10-13,1907.865,0.575,...
2020-10-20,1899.905,0.575,...
2020-10-29,1917.6675,0.575,...
2020-11-03,1880.2625,0.575,...
2020-11-13,1920.1425,0.575,...
2020-11-17,1884.4875,0.575,...
2020-11-24,1919.395,0.575,...
2020-12-01,1915.1525,0.575,...
2020-12-08,1887.1375,0.575,...
2020-12-15,1893.6875,0.575,...
2020-12-22,1919.04,0.575,...
2020-12-31,1922.9575,0.575,...
2021-01-05,1906.615,0.575,...
2021-01-12,1890.3725,0.575,...
2021-01-19,1905.4099999999999,0.575,...
2021-01-26,1903.9175,0.575,...
2021-02-02,1912.815,0.575,...
2021-02-09,1931.195,0.575,...
2021-02-16,1893.58,0.575,...
2021-02-23,1913.89,0.575,...
2021-03-04,1946.73,0.575,.S.
2021-03-09,1896.0,0.575,...
2021-03-16,1909.835,0.575,...
2021-03-23,1933.4650000000001,0.575,...
2021-03-29,1905.0900000000001,0.575,...
2021-04-06,1928.15,0.575,...
2021-04-13,1929.4524999999999,0.575,...
2021-04-20,1888.2775,0.575,...
2021-04-27,1922.275,0.575,...
2021-05-04,1927.5025,0.575,...
2021-05-11,1905.35,0.575,...
2021-05-18,1926.94,0.575,...
2021-05-25,1895.2525,0.575,...
2021-06-01,1877.83,0.575,...
2021-06-08,1887.2275,0.575,...
2021-06-15,1906.875,0.575,...
2021-06-22,1898.5900000000001,0.575,...
2021-06-29,1895.9866666666667,0.575,...
2021-07-06,1898.355,0.575,...
2021-07-13,1881.2325,0.575,...
2021-07-20,1890.0874999999999,0.575,...
2021-07-27,1889.5925,0.575,...
2021-08-03,1905.9975,0.575,...
2021-08-10,1887.5149999999999,0.575,...
2021-08-17,1899.79,0.575,...
2021-08-24,1890.505,0.575,...
2021-08-31,1927.9675,0.575,...
2021-09-07,1916.2625,0.575,...
2021-09-14,1919.3975,0.575,...
2021-09-21,1926.095,0.575,...
2021-09-28,1943.8825,0.575,...
2021-10-05,1909.4475,0.575,...
2021-10-12,1914.845,0.575,...
2021-10-19,1939.8725,0.575,...
2021-10-26,1936.555,0.575,...
2021-11-02,1927.58,0.575,...
2021-11-09,1936.3625,0.575,...
2021-11-16,1904.2725,0.575,...
2021-11-23,1935.1825000000001,0.575,...
2021-11-30,1933.3625,0.575,...
2021-12-09,1928.29,0.575,...
2021-12-14,1939.735,0.575,...
2021-12-21,1935.9175,0.575,...
2021-12-28,1946.185,0.575,...
2022-01-06,1931.0075,0.575,...
2022-01-11,1939.8525,0.575,...
2022-01-18,1924.8675,0.575,...
2022-01-25,1945.1799999999998,0.575,...
2022-02-01,1945.8225,0.575,...
2022-02-08,1935.0625,0.575,...
2022-02-15,1951.175,0.575,...
2022-02-22,1944.025,0.575,...
2022-03-01,1928.685,0.575,...
2022-03-08,1921.4399999999998,0.575,...
2022-03-10,1922.6999999999998,0.575,...
2022-03-15,1923.625,0.575,...
2022-03-22,1898.0775,0.575,...
2022-03-29,1928.37,0.575,...
2022-04-05,1919.21,0.575,...
2022-04-12,1916.4,0.575,...
2022-04-14,1921.78,0.575,...
2022-04-19,1935.8366666666668,0.575,...
2022-04-26,1925.9516666666666,0.575,...
2022-05-05,1904.8633333333335,0.575,...
2022-05-10,1926.9683333333332,0.575,...
2022-05-17,1927.316,0.575,...
2022-05-25,1918.6883333333335,0.575,...
2022-06-02,1908.5833333333333,0.575,...
2022-06-07,1926.6899999999998,0.575,...
2022-06-09,1917.18,0.575,...
2022-06-16,1921.955,0.575,...
2022-06-17,1917.6175,0.575,...
2022-06-21,1919.493333333333,0.575,...
2022-06-28,1921.6499999999999,0.575,...
2022-07-05,1913.3733333333332,0.575,...
2022-07-14,1925.87,0.575,...
2022-07-18,1911.8174999999999,0.575,...
2022-07-26,1908.395,0.575,...
2022-08-02,1913.0025,0.575,...
2022-08-09,1903.02,0.575,...
2022-08-18,1898.2825,0.575,...
2022-08-23,1896.94,0.575,...
2022-08-30,1908.0633333333333,0.575,...
2022-09-06,1935.135,0.575,...
2022-09-13,1918.72,0.575,...
2022-09-20,1908.4016666666666,0.575,...
2022-09-27,1932.5716666666667,0.575,...
2022-10-04,1945.1233333333332,0.575,...
2022-10-14,1906.4524999999999,0.575,...
2022-10-20,1970.875,0.575,...
2022-10-25,1955.7366666666667,0.575,...
2022-11-01,1933.6616666666666,0.575,...
2022-11-08,1952.2725,0.575,...
2022-11-15,1953.0525,0.575,...
2022-11-22,1958.5475000000001,0.575,...
2022-12-21,1950.1575,0.575,...
2022-12-28,1951.4675,0.575,...
2023-01-04,1931.1,0.575,...
2023-01-11,1933.3625,0.575,...
2023-01-18,1929.8025,0.575,...
2023-01-25,1941.115,0.575,...
2023-02-02,1934.81,0.575,...
2023-02-07,1932.49,0.575,...
2023-02-15,1950.12,0.575,...
2023-03-07,1936.42,0.575,...
2023-03-14,1937.6325000000002,0.575,...
2023-03-21,1926.81,0.575,...
2023-03-29,1929.2175,0.575,...
2023-04-06,1948.7,0.575,...
2023-04-11,1946.405,0.575,...
2023-04-24,1943.78,0.575,...
2023-05-02,1943.1625,0.575,...
2023-05-09,1937.89,0.575,...
2023-05-23,1932.055,0.575,...
2023-05-30,1961.0325,0.575,...
2023-06-06,1953.505,0.575,...
2023-06-20,1941.835,0.575,...
2023-06-27,1959.9524999999999,0.575,...
2023-07-05,1930.56,0.575,...
2023-07-11,1934.5575,0.575,...
2023-07-17,1906.6,0.575,...
2023-07-25,1915.8000000000002,0.575,...
2023-07-26,1915.31,0.575,...
2023-08-10,1913.2375,0.575,...
2023-08-15,1919.51,0.575,...
2023-08-24,1921.7649999999999,0.575,...
2023-08-29,1914.3125,0.575,...
2023-09-05,1906.9499999999998,0.575,...
2023-09-12,1953.2175,0.575,...
2023-09-19,1909.6525,0.575,...
2023-09-26,1965.72,0.575,.S.
2023-10-03,1922.6375,0.575,...
2023-10-10,1947.1950000000002,0.575,...
2023-10-17,1978.76,0.575,.S.
2023-10-24,1954.88,0.575,...
2023-10-31,1920.9425,0.575,...
2023-11-07,1954.945,0.575,...
2023-11-17,1982.3325,0.575,...
2023-11-28,1938.38,0.575,...
2023-12-05,1932.335,0.575,...
2023-12-12,1961.23,0.575,...
2023-12-19,1950.28,0.575,...
2023-12-26,1944.5175,0.575,...
2024-01-02,1949.8274999999999,0.575,...
2024-01-11,1946.6875,0.575,...
2024-01-16,1958.1425,0.575,...
2024-01-25,1926.575,0.575,...
2024-01-30,1934.3566666666666,0.575,...
2024-02-06,1978.2,0.575,.S.
2024-02-13,1952.87,0.575,..C
2024-03-05,1961.05,0.575,...
2024-03-19,1937.8474999999999,0.575,...
2024-04-09,1945.165,0.575,...
2024-04-30,1925.2275,0.575,...
2024-05-07,1918.2925,0.575,...
2024-05-23,1920.03,0.575,...
2024-05-28,1942.115,0.575,...
2024-06-04,1908.4675,0.575,...
2024-06-11,1942.915,0.575,...
2024-06-18,1930.975,0.575,...
2024-06-25,1925.42,0.575,...
2024-07-02,1925.5149999999999,0.575,...
2024-07-09,1930.7325,0.575,...
2024-07-16,1929.6,0.575,...
2024-07-23,1938.065,0.575,..C
2024-07-30,1908.955,0.575,...
2024-08-06,1911.4080000000001,0.575,...
2024-08-13,1937.195,0.575,..C
2024-08-20,1918.8500000000001,0.575,...
2024-08-27,1989.3775,0.575,.S.
2024-09-03,1916.4175,0.575,...
2024-09-10,1920.355,0.575,...
2024-09-17,1935.9775,0.575,...
2024-10-01,1953.37,0.575,...
2024-10-08,1952.3875,0.575,...
2024-10-15,1986.4,0.575,.S.
2024-10-22,1970.1075,0.575,...
2024-10-30,1961.6775,0.575,...
2024-11-08,1967.2,0.575,...
2024-11-12,1967.2675,0.575,...
2024-11-19,1967.0925,0.575,...
2024-11-25,1970.825,0.575,...
2024-12-06,1959.45,0.575,...
2024-12-17,1923.0025,0.575,...
2024-12-24,1952.38,0.575,...
2024-12-31,1977.445,0.575,.S.
